#group,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,string,double,double,double,string,double,string,string,string,double,double,double,double,double,double,double,double,string,string,string,string,double,double,dateTime:RFC3339,string,string,string,string,double,double
#default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,applicationID,applicationName,data_boardVoltage,data_pressure_0,data_pressure_1,devEUI,fCnt,fPort,host,nodeName,rxInfo_altitude_0,rxInfo_altitude_1,rxInfo_latitude_0,rxInfo_latitude_1,rxInfo_loRaSNR_0,rxInfo_loRaSNR_1,rxInfo_longitude_0,rxInfo_longitude_1,rxInfo_mac_0,rxInfo_mac_1,rxInfo_name_0,rxInfo_name_1,rxInfo_rssi_0,rxInfo_rssi_1,time,txInfo_adr,txInfo_codeRate,txInfo_dataRate_bandwidth,txInfo_dataRate_modulation,txInfo_dataRate_spreadFactor,txInfo_frequency
,17,SmartCampusMaua,3.98,777,3087,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:40.713778384Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.247,773,3080,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:41.805466926Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.084,768,3072,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:42.812890382Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.215,778,3080,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:43.714106133Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.261,783,3076,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:44.733088019Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.904,776,3087,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:45.724508059Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.873,781,3083,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:46.81720301Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.486,775,3081,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:47.749294854Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.463,781,3085,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:48.80996799Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.657,769,3082,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:49.80666981Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.579,778,3078,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:50.86311126Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.662,770,3074,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:51.73781816Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.427,770,3077,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:52.714320257Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.572,778,3074,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:53.806231088Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.896,768,3087,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:54.721557175Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.522,769,3085,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:55.806383451Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.903,782,3075,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:56.721464156Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.295,769,3077,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:57.822436917Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.758,769,3074,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:58.750893019Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.64,782,3078,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:25:59.90454286Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.037,772,3072,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:00.717785091Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.114,775,3088,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:01.758314424Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.769,768,3075,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:02.716094247Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.182,781,3076,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:03.712877991Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.32,772,3077,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:04.712541697Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.113,781,3084,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:05.713227218Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.719,777,3074,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:06.713291298Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.852,781,3075,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:07.724931919Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.823,783,3075,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:08.717062375Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.242,777,3084,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:09.805046192Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.771,776,3075,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:10.715037327Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.388,775,3085,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:11.715461852Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.666,773,3082,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:12.71237701Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.36,773,3081,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:13.715384081Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.186,782,3080,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:14.722339068Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.068,782,3080,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:15.71517504Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.166,770,3076,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:16.805245881Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.436,772,3077,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:17.712343541Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.94,769,3087,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:18.807673317Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.217,778,3080,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:19.72445719Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.376,770,3081,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:20.805229455Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.026,777,3087,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:21.71455046Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.886,777,3079,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:22.740699856Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.039,771,3083,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:23.715650791Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.889,772,3083,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:24.821344149Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.915,776,3075,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:25.715731391Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.489,775,3085,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:26.729829985Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.302,783,3073,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:27.729066005Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.449,773,3085,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:28.805685984Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.515,776,3074,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:29.712934869Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.109,769,3080,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:30.714099075Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.616,775,3082,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:31.752596273Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.649,774,3074,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:32.814426743Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.653,780,3078,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:33.718058243Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.146,776,3080,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:34.808521203Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.743,772,3082,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:35.725056194Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.547,774,3081,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:36.806530675Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.162,781,3084,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:37.738981532Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.217,783,3072,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:38.727526658Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.023,779,3083,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:39.733481824Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.995,771,3083,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:40.717337718Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.92,782,3075,0004a30b0040100c,135,100,d29a0b90e22b,ArtesianWell_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:41.716957791Z,true,4/5,125,LORA,9,916200000
