#group,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,string,double,double,double,double,string,double,string,string,string,double,double,double,double,double,double,double,double,string,string,string,string,double,double,dateTime:RFC3339,string,string,string,string,double,double
#default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,applicationID,applicationName,data_boardVoltage,data_counter,data_counter_0d_0,data_counter_0d_1,devEUI,fCnt,fPort,host,nodeName,rxInfo_altitude_0,rxInfo_altitude_1,rxInfo_latitude_0,rxInfo_latitude_1,rxInfo_loRaSNR_0,rxInfo_loRaSNR_1,rxInfo_longitude_0,rxInfo_longitude_1,rxInfo_mac_0,rxInfo_mac_1,rxInfo_name_0,rxInfo_name_1,rxInfo_rssi_0,rxInfo_rssi_1,time,txInfo_adr,txInfo_codeRate,txInfo_dataRate_bandwidth,txInfo_dataRate_modulation,txInfo_dataRate_spreadFactor,txInfo_frequency
,17,SmartCampusMaua,1.944,273,1466,842,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:26:55.911354155Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.22,280,2560,3634,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:02.817706469Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.247,287,2951,2926,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:09.813842599Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.394,294,1773,3928,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:16.90577378Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.865,301,3755,2760,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:23.813405665Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.655,308,331,3450,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:30.812198019Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.716,315,156,2650,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:37.812757993Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.035,322,939,18,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:44.81687971Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.372,329,3274,1609,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:51.839199614Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.042,336,949,2837,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:58.831302206Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.294,343,2342,3563,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:05.834771228Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.32,350,387,828,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:12.845204293Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.562,357,1997,3798,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:19.818566692Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.035,364,1499,489,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:26.825489879Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.669,371,3425,2088,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:33.818570168Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.171,378,3638,522,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:40.831430135Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.528,385,3366,3708,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:47.812696709Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.226,392,2381,2537,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:54.825759837Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.347,399,3823,669,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:01.813963566Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.745,406,1604,1135,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:08.812549557Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.735,413,3391,1203,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:15.812715684Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.667,420,3402,1023,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:22.81386974Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.113,427,1584,3645,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:29.905453059Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.342,434,3721,3379,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:36.812081842Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.557,441,354,195,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:43.813739386Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.138,448,1906,1787,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:50.814769861Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.163,455,11,4033,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:57.813452143Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.526,462,2362,2424,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:04.812035227Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.288,469,3620,2642,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:11.813352729Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.05,476,4084,1272,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:18.812689763Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.964,483,2075,3026,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:25.822313949Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.192,490,317,2339,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:32.812367071Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.736,497,3158,1891,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:39.812712383Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.336,504,1412,3047,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:46.906561692Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.048,511,3574,37,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:53.813122424Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.463,518,3938,240,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:00.812128961Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.798,525,2958,1287,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:07.813113466Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.609,532,3175,1408,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:14.906493003Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.61,539,741,3976,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:21.812677218Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.486,546,246,746,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:28.864774187Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.013,553,3089,1805,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:35.8123154Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.723,560,3536,3685,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:42.812376164Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.495,567,1991,3970,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:49.812187776Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.92,574,3666,1333,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:56.812072805Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.232,581,3697,4051,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:03.812158984Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.654,588,2975,952,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:10.812349349Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.107,595,1999,3617,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:17.812847075Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.122,602,228,2342,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:24.812554342Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.132,609,2653,1731,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:31.812791707Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.503,616,1070,3567,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:38.811930679Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.179,623,330,314,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:45.813840295Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.792,630,2671,3648,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:52.812775953Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.08,637,1675,2323,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:59.814309589Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.025,644,1337,1487,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:06.812700805Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.982,651,1000,2886,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:13.812988028Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.332,658,2333,1327,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:20.726450349Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.385,665,1519,1122,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:27.812637068Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.957,672,2412,2484,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:34.812584871Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.308,679,2638,3155,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:41.81335494Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.082,686,2487,2227,0004a30b00000001,135,100,d29a0b90e22b,SmartLight_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:48.812964406Z,true,4/5,125,LORA,9,916200000
