#group,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,string,double,double,string,double,string,string,string,double,double,double,double,double,double,double,double,string,string,string,string,double,double,dateTime:RFC3339,string,string,string,string,double,double
#default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,applicationID,applicationName,data_boardVoltage,data_counter,devEUI,fCnt,fPort,host,nodeName,rxInfo_altitude_0,rxInfo_altitude_1,rxInfo_latitude_0,rxInfo_latitude_1,rxInfo_loRaSNR_0,rxInfo_loRaSNR_1,rxInfo_longitude_0,rxInfo_longitude_1,rxInfo_mac_0,rxInfo_mac_1,rxInfo_name_0,rxInfo_name_1,rxInfo_rssi_0,rxInfo_rssi_1,time,txInfo_adr,txInfo_codeRate,txInfo_dataRate_bandwidth,txInfo_dataRate_modulation,txInfo_dataRate_spreadFactor,txInfo_frequency
,17,SmartCampusMaua,3.327,280,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:02.705360301Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.095,288,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:10.704632579Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.409,296,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:18.704656715Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.561,304,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:26.709609193Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.96,312,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:34.704831478Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.881,320,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:42.716294692Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.862,328,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:50.709607261Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.055,336,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:27:58.710159578Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.161,344,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:06.710380067Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.345,352,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:14.706881599Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.146,360,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:22.706014349Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.194,368,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:30.708098631Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.071,376,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:38.709989978Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.416,384,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:46.705475269Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.02,392,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:28:54.705886119Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.098,400,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:02.710726735Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.689,408,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:10.704912646Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.135,416,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:18.705270272Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.379,424,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:26.705159375Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.277,432,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:34.704803009Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.326,440,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:42.704837219Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.798,448,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:50.705990907Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.982,456,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:29:58.705793903Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.196,464,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:06.705440496Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.789,472,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:14.709332451Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.019,480,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:22.641568977Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.385,488,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:30.705194288Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.106,496,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:38.705327399Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.059,504,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:46.705766551Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.789,512,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:30:54.705441765Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.073,520,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:02.704562526Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.047,528,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:10.705943255Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.775,536,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:18.70509274Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.444,544,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:26.704791906Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.996,552,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:34.712944183Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.429,560,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:42.704736443Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.682,568,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:50.705394338Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.246,576,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:31:58.706016291Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.586,584,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:06.704829436Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.967,592,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:14.705072557Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.73,600,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:22.705313962Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.683,608,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:30.704536152Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.296,616,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:38.704556147Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.566,624,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:46.705373357Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.944,632,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:32:54.704448162Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.939,640,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:02.704766993Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.029,648,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:10.704954299Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.777,656,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:18.705155207Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.977,664,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:26.705237293Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.389,672,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:34.705132102Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.988,680,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:42.70544999Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.118,688,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:50.704378913Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,4.001,696,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:33:58.704887059Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.411,704,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:34:06.70468357Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.301,712,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:34:14.704839655Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.951,720,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:34:22.704795673Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.467,728,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:34:30.705601091Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.492,736,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:34:38.704904013Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,0.318,744,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:34:46.705307836Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,2.777,752,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:34:54.705062163Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,3.93,760,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:35:02.705970795Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.178,768,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:35:10.705676349Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.203,776,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:35:18.70596067Z,true,4/5,125,LORA,9,916200000
,17,SmartCampusMaua,1.194,784,0004a30b00101001,135,100,d29a0b90e22b,Hidrometer_1,777,758,-23.64946,-23.64891,11,11,-46.57367,-46.57413,7276ff000b031df7,7276ff00080801db,IMT-kerlink-blocoW2,IMT-kerlink-blocoH,-97,-100,2024-05-20T15:35:26.705527566Z,true,4/5,125,LORA,9,916200000
